signature,class_name,java_class_name,method_name,descriptor,access_flags,is_external,is_project_method,code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls,reachable_from_manifest_entry,core_score
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3;-><init>(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3,<init>,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,public synthetic constructor,False,True,6,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda3,invoke,()Ljava/lang/Object;,public final,False,True,7,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4;-><init>(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4,<init>,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,public synthetic constructor,False,True,6,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda4,invoke,()Ljava/lang/Object;,public final,False,True,7,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5;-><init>(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5,<init>,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,public synthetic constructor,False,True,6,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2$$ExternalSyntheticLambda5,invoke,()Ljava/lang/Object;,public final,False,True,7,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->$r8$lambda$EFVg_wUt1hC_AVwgRvvPZeJ80wg(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,$r8$lambda$EFVg_wUt1hC_AVwgRvvPZeJ80wg,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->$r8$lambda$Ea8XqJxkrKC1VNe5ub7UpyOAleg(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,$r8$lambda$Ea8XqJxkrKC1VNe5ub7UpyOAleg,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->$r8$lambda$QG-nRifdia5Nbz65u9QUnsjRta4(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,$r8$lambda$QG-nRifdia5Nbz65u9QUnsjRta4,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->$r8$lambda$pWjNHmUOZ4JJup3mq2yjAAbpOB4(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,$r8$lambda$pWjNHmUOZ4JJup3mq2yjAAbpOB4,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->$r8$lambda$q04sP3LiBOda0Ey5t2zmz3_yVyg(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,$r8$lambda$q04sP3LiBOda0Ey5t2zmz3_yVyg,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;-><init>(Lkotlin/jvm/functions/Function0; Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,<init>,(Lkotlin/jvm/functions/Function0; Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)V,constructor,False,True,18,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke$lambda$1$lambda$0(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke$lambda$1$lambda$0,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,private static final,False,True,19,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke$lambda$3$lambda$2(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke$lambda$3$lambda$2,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,private static final,False,True,19,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke$lambda$5$lambda$4(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke$lambda$5$lambda$4,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,private static final,False,True,19,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke$lambda$7$lambda$6(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke$lambda$7$lambda$6,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,private static final,False,True,17,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke$lambda$9$lambda$8(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke$lambda$9$lambda$8,(Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel;)Lkotlin/Unit;,private static final,False,True,17,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,568,1,7,42,False,73
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$2;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$2,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,3,1,0,False,15
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;-><init>(Landroidx/compose/material3/SnackbarHostState;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3,<init>,(Landroidx/compose/material3/SnackbarHostState;)V,constructor,False,True,16,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,93,1,1,8,False,28
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$3;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$3,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,3,1,0,False,15
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;-><init>(Lkotlin/jvm/functions/Function0;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4,<init>,(Lkotlin/jvm/functions/Function0;)V,constructor,False,True,16,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,112,1,2,8,False,32
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$4;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$4,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,6,1,0,False,21
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,3,1,0,False,15
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;-><init>(Ljava/lang/Object;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1,<init>,(Ljava/lang/Object;)V,constructor,False,True,24,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1,invoke,()Ljava/lang/Object;,public bridge synthetic,False,True,16,0,2,0,False,19
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;->invoke()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$1$1,invoke,()V,public final,False,True,17,1,2,0,False,21
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,3,1,0,False,15
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;-><init>(Ljava/lang/Object;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1,<init>,(Ljava/lang/Object;)V,constructor,False,True,25,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;->invoke(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1,invoke,(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)V,public final,False,True,25,1,2,1,False,22
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$2$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$2$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,26,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$3$1$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,5,1,0,False,19
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$3$1$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1;-><init>(Landroidx/compose/material3/SnackbarHostState; Ljava/lang/String; Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel; Lkotlin/coroutines/Continuation;)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksScreenKt$TasksScreen$5$3$1$1;,com.example.android.architecture.blueprints.todoapp.tasks.TasksScreenKt$TasksScreen$5$3$1$1,<init>,(Landroidx/compose/material3/SnackbarHostState; Ljava/lang/String; Lcom/example/android/architecture/blueprints/todoapp/tasks/TasksViewModel; Lkotlin/coroutines/Continuation;)V,constructor,False,True,21,2,1,1,False,9
