signature,class_name,java_class_name,method_name,descriptor,access_flags,is_external,is_project_method,code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls,reachable_from_manifest_entry,core_score
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory,<init>,()V,public constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;->create()Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory,create,()Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,public static,False,True,15,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;->get()Ljava/lang/Boolean;,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory,get,()Ljava/lang/Boolean;,public,False,True,18,1,2,1,False,14
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory,get,()Ljava/lang/Object;,public bridge synthetic,False,True,15,0,2,0,False,11
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;->provide()Z,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory,provide,()Z,public static,False,True,15,1,2,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,2,1,0,False,13
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,13,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey,<clinit>,()V,static constructor,False,True,14,0,1,0,False,4
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey,<init>,()V,public constructor,False,True,14,0,1,1,False,5
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,13,1,0,False,35
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,106,1,1,10,False,31
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,6,1,0,False,21
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1;->invoke(Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda1,invoke,(Ljava/lang/Object;)Ljava/lang/Object;,public final,False,True,11,0,1,1,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2;->invoke(Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSyntheticLambda2,invoke,(Ljava/lang/Object;)Ljava/lang/Object;,public final,False,True,7,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->$r8$lambda$f2RqX-R0iAayQfDgZAi-LBV93Xw(Z)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,$r8$lambda$f2RqX-R0iAayQfDgZAi-LBV93Xw,(Z)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->$r8$lambda$rhOFy0x7jaxTdIMPegC7SeD0xYk(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,$r8$lambda$rhOFy0x7jaxTdIMPegC7SeD0xYk,(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->invoke$lambda$1$lambda$0(Z)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,invoke$lambda$1$lambda$0,(Z)Lkotlin/Unit;,private static final,False,True,14,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->invoke$lambda$3$lambda$2(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,invoke$lambda$3$lambda$2,(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,private static final,False,True,19,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,253,1,5,19,False,56
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,108,1,2,8,False,32
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-11$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-11$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,7,1,0,False,23
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda1,invoke,()Ljava/lang/Object;,public final,False,True,5,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2;->invoke(Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda2,invoke,(Ljava/lang/Object;)Ljava/lang/Object;,public final,False,True,7,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1$$ExternalSyntheticLambda3,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public final,False,True,13,0,1,1,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->$r8$lambda$EmPFvRkhj7xvUwHY9INv6Cs-aIM()Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,$r8$lambda$EmPFvRkhj7xvUwHY9INv6Cs-aIM,()Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->$r8$lambda$OWjNLsmhNbR296m_NHTxKl54JUg(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,$r8$lambda$OWjNLsmhNbR296m_NHTxKl54JUg,(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->$r8$lambda$yoRPAImLCL9D7lLGjojj993AG7I(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,$r8$lambda$yoRPAImLCL9D7lLGjojj993AG7I,(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->invoke$lambda$1$lambda$0()Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,invoke$lambda$1$lambda$0,()Lkotlin/Unit;,private static final,False,True,14,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->invoke$lambda$3$lambda$2(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,invoke$lambda$3$lambda$2,(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,private static final,False,True,19,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->invoke$lambda$5$lambda$4(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,invoke$lambda$5$lambda$4,(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,private static final,False,True,19,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,452,1,10,26,False,79
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-2$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
