class_name,java_class_name,method_count,total_code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel$uiState$2;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel$uiState$2,5,169,5,8,7
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel,8,391,8,23,11
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_Factory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_Factory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_Factory;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_Factory,6,98,4,9,3
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules$BindsModule;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$BindsModule,3,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules$KeyModule;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules$KeyModule,3,37,3,2,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules,2,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_BindsModule_Binds_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_BindsModule_Binds_LazyMapKey,3,41,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_KeyModule_ProvideFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_KeyModule_ProvideFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder,4,47,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_KeyModule_ProvideFactory,6,90,4,9,3
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatisticsViewModel_HiltModules_KeyModule_Provide_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.statistics.StatisticsViewModel_HiltModules_KeyModule_Provide_LazyMapKey,3,41,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatsResult$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.statistics.StatsResult$$ExternalSynthetic$Condy0,1,35,11,1,0
Lcom/example/android/architecture/blueprints/todoapp/statistics/StatsResult;,com.example.android.architecture.blueprints.todoapp.statistics.StatsResult,12,295,7,13,13
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-1$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-1$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-2$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-2$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-2$1$$ExternalSyntheticLambda1,2,15,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-2$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-2$1$$ExternalSyntheticLambda2,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-2$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-2$1,9,376,7,14,22
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-3$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-3$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-3$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-3$1$$ExternalSyntheticLambda1,2,15,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-3$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-3$1$$ExternalSyntheticLambda2,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-3$1,9,376,7,14,22
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-4$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-4$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-4$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-4$1$$ExternalSyntheticLambda1,2,15,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-4$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-4$1$$ExternalSyntheticLambda2,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt$lambda-4$1,9,376,7,14,22
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/ComposableSingletons$TaskDetailScreenKt;,com.example.android.architecture.blueprints.todoapp.taskdetail.ComposableSingletons$TaskDetailScreenKt,7,164,6,7,6
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$$ExternalSynthetic$Condy0,1,35,11,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$$ExternalSyntheticLambda1,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$$ExternalSyntheticLambda2,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$$ExternalSyntheticLambda3,2,50,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$$ExternalSyntheticLambda4,2,50,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$$ExternalSyntheticLambda5,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$EditTaskContent$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$EditTaskContent$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$EditTaskContent$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$EditTaskContent$1,4,198,3,4,12
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$EditTaskContent$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$EditTaskContent$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$EditTaskContent$2;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$EditTaskContent$2,4,1721,3,7,144
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$2$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$2$1$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$2$1$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$2$1$1,4,71,3,5,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$2;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$2,4,238,3,6,17
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$3$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$3;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$3,4,150,3,4,11
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$4$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$4$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$4$$ExternalSyntheticLambda1,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$4;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$4,6,298,5,9,20
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$1$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$1$1,4,70,3,5,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$2$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$2$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$2$1,4,78,3,5,3
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$3$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$3$1$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$3$1$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$3$1$1,6,200,6,10,7
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$4$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$4$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5$4$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5$4$1,6,176,6,11,6
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt$TaskDetailScreen$5;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt$TaskDetailScreen$5,6,891,11,25,55
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailScreenKt;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailScreenKt,17,2111,22,37,111
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailUiState$$ExternalSynthetic$Condy1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailUiState$$ExternalSynthetic$Condy1,1,35,17,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailUiState$$ExternalSyntheticBackport0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailUiState$$ExternalSyntheticBackport0,1,8,2,0,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailUiState;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailUiState,18,572,17,24,16
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$$ExternalSynthetic$Condy0,1,35,15,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$_taskAsync$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$_taskAsync$2$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$_taskAsync$2;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$_taskAsync$2,5,169,5,8,7
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$deleteTask$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$deleteTask$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$deleteTask$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$deleteTask$1,6,202,6,13,8
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$refresh$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$refresh$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$refresh$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$refresh$1,6,202,6,13,8
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$setCompleted$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$setCompleted$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$setCompleted$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$setCompleted$1,6,290,6,19,8
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$special$$inlined$map$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$special$$inlined$map$1$2$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$special$$inlined$map$1$2$1$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$special$$inlined$map$1$2$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$special$$inlined$map$1$2$1,3,58,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$special$$inlined$map$1$2;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$special$$inlined$map$1$2,3,164,3,4,7
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$special$$inlined$map$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$special$$inlined$map$1,3,78,2,3,4
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$uiState$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$uiState$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel$uiState$1;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel$uiState$1,5,296,5,12,10
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel,16,529,23,28,25
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_Factory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_Factory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_Factory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_Factory,6,108,4,9,4
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules$BindsModule;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules$BindsModule,3,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules$KeyModule;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules$KeyModule,3,37,3,2,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules,2,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_BindsModule_Binds_LazyMapKey$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_BindsModule_Binds_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_BindsModule_Binds_LazyMapKey,3,41,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory$InstanceHolder,4,47,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_ProvideFactory,6,90,4,9,3
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/taskdetail/TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey;,com.example.android.architecture.blueprints.todoapp.taskdetail.TaskDetailViewModel_HiltModules_KeyModule_Provide_LazyMapKey,3,41,1,2,2
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$$ExternalSynthetic$Condy0,1,35,13,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-1$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-1$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-10$1$$ExternalSynthetic$Condy0,1,35,6,1,0
