class_name,java_class_name,method_count,total_code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$1$$ExternalSyntheticLambda2,2,15,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$1$$ExternalSyntheticLambda3,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2$1$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$1$$ExternalSyntheticLambda4,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2$1$4$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$1$4$1$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2$1$4$1$1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$1$4$1$1,6,178,6,9,7
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2$1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2$1,12,717,11,21,48
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$2;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$2,4,172,3,6,11
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3$1$$ExternalSyntheticLambda1,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3$1$1$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3$1$1$1$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3$1$1$1$1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3$1$1$1$1,6,178,6,9,7
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3$1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3$1,6,290,5,9,19
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$3;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$3,4,170,3,6,11
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSyntheticLambda1,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$6$$ExternalSyntheticLambda2,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$6;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$6,8,473,7,12,33
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSyntheticLambda1,2,15,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSyntheticLambda2,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$7$$ExternalSyntheticLambda3,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt$TodoNavGraph$2$1$7;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt$TodoNavGraph$2$1$7,10,513,9,16,33
Lcom/example/android/architecture/blueprints/todoapp/TodoNavGraphKt;,com.example.android.architecture.blueprints.todoapp.TodoNavGraphKt,13,1642,14,24,81
Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSynthetic$Condy0,1,35,11,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSyntheticLambda1,2,19,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSyntheticLambda2,2,15,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSyntheticLambda3,2,15,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions$$ExternalSyntheticLambda4,2,11,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions;,com.example.android.architecture.blueprints.todoapp.TodoNavigationActions,16,538,18,20,45
Lcom/example/android/architecture/blueprints/todoapp/TodoRepository;,com.example.android.architecture.blueprints.todoapp.TodoRepository,3,0,3,0,0
Lcom/example/android/architecture/blueprints/todoapp/TodoScreens$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoScreens$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoScreens;,com.example.android.architecture.blueprints.todoapp.TodoScreens,3,44,2,3,2
Lcom/example/android/architecture/blueprints/todoapp/TodoService$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoService$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoService;,com.example.android.architecture.blueprints.todoapp.TodoService,6,149,1,8,7
Lcom/example/android/architecture/blueprints/todoapp/TodoThemeKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoThemeKt$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoThemeKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.TodoThemeKt$$ExternalSyntheticLambda1,2,25,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/TodoThemeKt$TodoTheme$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.TodoThemeKt$TodoTheme$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/TodoThemeKt$TodoTheme$1;,com.example.android.architecture.blueprints.todoapp.TodoThemeKt$TodoTheme$1,4,149,3,4,12
Lcom/example/android/architecture/blueprints/todoapp/TodoThemeKt;,com.example.android.architecture.blueprints.todoapp.TodoThemeKt,4,344,11,6,20
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$$ExternalSynthetic$Condy0,1,35,8,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$$ExternalSyntheticLambda1,2,9,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$$ExternalSyntheticLambda2,2,50,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$$ExternalSyntheticLambda3,2,50,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$2;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$2,4,149,3,5,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$3$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$3$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$3;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$3,4,150,3,4,11
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$4$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$4$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$4$1$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$4$1$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$4$1$1,4,70,3,5,2
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$4;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$4,4,262,3,6,18
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$1$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$1$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$1$1,4,81,3,5,3
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$2$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$2$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$2$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$2$1,4,81,3,5,3
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$3$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$3$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$3$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$3$1,6,176,6,11,6
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$4$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$4$1$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5$4$1$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5$4$1$1,6,200,6,10,7
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt$AddEditTaskScreen$5;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt$AddEditTaskScreen$5,6,830,10,23,52
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskScreenKt;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskScreenKt,12,2796,13,25,153
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState$$ExternalSynthetic$Condy1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState$$ExternalSynthetic$Condy1,1,35,21,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState$$ExternalSyntheticBackport0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState$$ExternalSyntheticBackport0,1,8,3,0,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskUiState;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskUiState,22,799,27,28,27
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$$ExternalSynthetic$Condy0,1,35,13,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$createNewTask$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$createNewTask$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$createNewTask$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$createNewTask$1,6,272,6,17,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$loadTask$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$loadTask$2$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$loadTask$2;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$loadTask$2,6,350,6,18,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$updateTask$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$updateTask$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel$updateTask$1;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel$updateTask$1,6,294,6,18,10
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel,14,749,23,27,31
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_Factory$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_Factory$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_Factory;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_Factory,6,108,4,9,4
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_HiltModules$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules$BindsModule$$ExternalSynthetic$Condy0,1,35,1,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_HiltModules$BindsModule;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules$BindsModule,3,27,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules$KeyModule$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/addedittask/AddEditTaskViewModel_HiltModules$KeyModule;,com.example.android.architecture.blueprints.todoapp.addedittask.AddEditTaskViewModel_HiltModules$KeyModule,3,37,3,2,2
