caller_signature,caller_class,caller_method,callee_signature,callee_class,callee_method,callee_descriptor,bytecode_offset,callee_is_external,callee_is_project_method
Lcom/example/android/architecture/blueprints/todoapp/util/SimpleCountingIdlingResource;->registerIdleTransitionCallback(Landroidx/test/espresso/IdlingResource$ResourceCallback;)V,Lcom/example/android/architecture/blueprints/todoapp/util/SimpleCountingIdlingResource;,registerIdleTransitionCallback,Lcom/example/android/architecture/blueprints/todoapp/util/SimpleCountingIdlingResource$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/SimpleCountingIdlingResource$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->$r8$lambda$6Iimy-NCiXCvNp6kZ80lIFZk6y8(Ljava/lang/String; Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,$r8$lambda$6Iimy-NCiXCvNp6kZ80lIFZk6y8,(Ljava/lang/String; Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,46,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda2;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda2;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->$r8$lambda$JUIwdB2nQF-kUtD6MeT4_ELbiNw(Landroidx/compose/ui/graphics/painter/Painter; Ljava/lang/String; Z Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,$r8$lambda$JUIwdB2nQF-kUtD6MeT4_ELbiNw,(Landroidx/compose/ui/graphics/painter/Painter; Ljava/lang/String; Z Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,46,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda3;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda3;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->$r8$lambda$7z2p8YFKjClbEoyqsgDBSZujTWs(Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,$r8$lambda$7z2p8YFKjClbEoyqsgDBSZujTWs,(Landroidx/compose/ui/Modifier; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,28,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda4;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda4;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->$r8$lambda$ammrsKFX27V6ZYsrmiT-tN-PCxU(I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,$r8$lambda$ammrsKFX27V6ZYsrmiT-tN-PCxU,(I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,20,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda5;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda5;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->$r8$lambda$DYtOT1zAasiPvv8j5sPy5CWZbUI(Landroidx/compose/material3/DrawerState; Ljava/lang/String; Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions; Lkotlinx/coroutines/CoroutineScope; Lkotlin/jvm/functions/Function2; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,$r8$lambda$DYtOT1zAasiPvv8j5sPy5CWZbUI,(Landroidx/compose/material3/DrawerState; Ljava/lang/String; Lcom/example/android/architecture/blueprints/todoapp/TodoNavigationActions; Lkotlinx/coroutines/CoroutineScope; Lkotlin/jvm/functions/Function2; I I Landroidx/compose/runtime/Composer; I)Lkotlin/Unit;,46,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda1;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->$r8$lambda$X7n7YTRDUXbKUs1yne8dq1B4Ivk(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,$r8$lambda$X7n7YTRDUXbKUs1yne8dq1B4Ivk,(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,8,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda2;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda2;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->$r8$lambda$MZInQ2fFtaPH0ODqS6hK-cZPId4(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,$r8$lambda$MZInQ2fFtaPH0ODqS6hK-cZPId4,(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,8,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->$r8$lambda$MZInQ2fFtaPH0ODqS6hK-cZPId4(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,$r8$lambda$MZInQ2fFtaPH0ODqS6hK-cZPId4,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke$lambda$4$lambda$3$lambda$2(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke$lambda$4$lambda$3$lambda$2,(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->$r8$lambda$X7n7YTRDUXbKUs1yne8dq1B4Ivk(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,$r8$lambda$X7n7YTRDUXbKUs1yne8dq1B4Ivk,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke$lambda$4$lambda$1$lambda$0(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke$lambda$4$lambda$1$lambda$0,(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;-><init>(Landroidx/compose/ui/Modifier; Ljava/lang/String; Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,<init>,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke$lambda$4$lambda$1$lambda$0(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke$lambda$4$lambda$1$lambda$0,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke$lambda$4$lambda$3$lambda$2(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke$lambda$4$lambda$3$lambda$2,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,(Landroidx/compose/runtime/Composer; I)V,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda2;-><init>(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda2;,<init>,(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)V,1464,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->access$DrawerHeader(Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,access$DrawerHeader,(Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,946,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->access$DrawerButton(Landroidx/compose/ui/graphics/painter/Painter; Ljava/lang/String; Z Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,access$DrawerButton,(Landroidx/compose/ui/graphics/painter/Painter; Ljava/lang/String; Z Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,1256,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda1;-><init>(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda1;,<init>,(Lkotlin/jvm/functions/Function0; Lkotlin/jvm/functions/Function0;)V,1160,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;->access$DrawerButton(Landroidx/compose/ui/graphics/painter/Painter; Ljava/lang/String; Z Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,access$DrawerButton,(Landroidx/compose/ui/graphics/painter/Painter; Ljava/lang/String; Z Lkotlin/jvm/functions/Function0; Landroidx/compose/ui/Modifier; Landroidx/compose/runtime/Composer; I I)V,1554,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,invoke,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
