caller_signature,caller_class,caller_method,callee_signature,callee_class,callee_method,callee_descriptor,bytecode_offset,callee_is_external,callee_is_project_method
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,initSavedStateHandleHolder,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->createComponentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,createComponentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,72,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->componentManager()Ldagger/hilt/internal/GeneratedComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->componentManager()Ldagger/hilt/internal/GeneratedComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,componentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->createComponentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,createComponentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,generatedComponent,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,generatedComponent,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,componentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->getDefaultViewModelProviderFactory()Landroidx/lifecycle/ViewModelProvider$Factory;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,getDefaultViewModelProviderFactory,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,inject,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,inject,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,generatedComponent,()Ljava/lang/Object;,44,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,inject,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity_GeneratedInjector;->injectHiltTestActivity(Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity_GeneratedInjector;,injectHiltTestActivity,(Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;)V,68,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,initSavedStateHandleHolder,()V,28,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->onDestroy()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,onDestroy,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;,<clinit>,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,<init>,()V,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/HiltTestActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;-><init>(Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;->onContextAvailable(Landroid/content/Context;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;,onContextAvailable,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity;,inject,()V,16,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;->onContextAvailable(Landroid/content/Context;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1;,onContextAvailable,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_HiltTestActivity$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;-><init>(Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;->onContextAvailable(Landroid/content/Context;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;,onContextAvailable,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,inject,()V,16,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;->onContextAvailable(Landroid/content/Context;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;,onContextAvailable,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->_initHiltInternal()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,_initHiltInternal,()V,52,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;-><init>(I)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->_initHiltInternal()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,_initHiltInternal,()V,48,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;-><init>(I)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->_initHiltInternal()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,_initHiltInternal,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->addOnContextAvailableListener(Landroidx/activity/contextaware/OnContextAvailableListener;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,addOnContextAvailableListener,(Landroidx/activity/contextaware/OnContextAvailableListener;)V,22,True,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->_initHiltInternal()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,_initHiltInternal,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->_initHiltInternal()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,_initHiltInternal,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;-><init>(Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$1;,<init>,(Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;)V,16,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,initSavedStateHandleHolder,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->getApplication()Landroid/app/Application;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,getApplication,()Landroid/app/Application;,12,True,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,initSavedStateHandleHolder,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,46,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,initSavedStateHandleHolder,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->getDefaultViewModelCreationExtras()Landroidx/lifecycle/viewmodel/CreationExtras;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,getDefaultViewModelCreationExtras,()Landroidx/lifecycle/viewmodel/CreationExtras;,112,True,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,initSavedStateHandleHolder,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->createComponentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,createComponentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,72,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/internal/GeneratedComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/internal/GeneratedComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->createComponentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,createComponentManager,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,generatedComponent,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,generatedComponent,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->componentManager()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,componentManager,()Ldagger/hilt/android/internal/managers/ActivityComponentManager;,12,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->getDefaultViewModelProviderFactory()Landroidx/lifecycle/ViewModelProvider$Factory;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,getDefaultViewModelProviderFactory,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,inject,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->generatedComponent()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,generatedComponent,()Ljava/lang/Object;,44,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,inject,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->inject()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,inject,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity_GeneratedInjector;->injectTodoActivity(Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;)V,Lcom/example/android/architecture/blueprints/todoapp/TodoActivity_GeneratedInjector;,injectTodoActivity,(Lcom/example/android/architecture/blueprints/todoapp/TodoActivity;)V,68,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->initSavedStateHandleHolder()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,initSavedStateHandleHolder,()V,28,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->onCreate(Landroid/os/Bundle;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,onCreate,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;->onDestroy()V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity;,onDestroy,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoActivity$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1$$ExternalSynthetic$Condy0;,get,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,32,False,True
Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;-><init>(Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication;)V,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1;,<init>,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/Hilt_TodoApplication$1$$ExternalSynthetic$Condy0;,get,()Ljava/lang/Object;,0,False,True
