id,name,class,package,path,source_set
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.deleteTask,deleteTask,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.refresh,refresh,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.DefaultTaskRepository.saveTasksToNetwork,saveTasksToNetwork,DefaultTaskRepository,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/DefaultTaskRepository.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toLocal,toLocal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toLocal,toLocal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toExternal,toExternal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toExternal,toExternal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toLocal,toLocal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toLocal,toLocal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toNetwork,toNetwork,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toNetwork,toNetwork,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toNetwork,toNetwork,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toNetwork,toNetwork,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toExternal,toExternal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
com.example.android.architecture.blueprints.todoapp.data.ModelMappingExtKt.toExternal,toExternal,ModelMappingExtKt,com.example.android.architecture.blueprints.todoapp.data,app/src/main/java/com/example/android/architecture/blueprints/todoapp/data/ModelMappingExt.kt,app_main
